Total Number of (any) instructions avg autoVec,Ratio vectorial instructions avg autoVec,Total Number of (any) instructions avg explicitVec,Ratio vectorial instructions avg explicitVec,Total Number of (any) instructions avg serial,Ratio vectorial instructions avg serial,Total Number of (any) instructions avg pow,Ratio vectorial instructions avg pow,Total Number of (any) instructions avg fullVec,Ratio vectorial instructions avg fullVec
2243538.81,0.013061682199983791,5149051.62,0.009302721032883342,583566.29,0.019148997595351137,2751014.05,0.012613416569440157,1181393.06,0.010105525553786947
