Total Number of (any) instructions avg fullVec,Ratio vectorial instructions avg fullVec,Total Number of (any) instructions avg autoVec,Ratio vectorial instructions avg autoVec,Total Number of (any) instructions avg explicitVec,Ratio vectorial instructions avg explicitVec,Total Number of (any) instructions avg serial,Ratio vectorial instructions avg serial
581991.48,0.019471628403916877,3378568.43,0.0159497325351194,11604859.95,0.014531892226226781,1467864.27,0.022923611306900876
